"시군구/성/연령(5세)별 주민등록연앙인구"

"C행정구역(시군구)별","행정구역(시군구)별","C성별","성별","C연령별","연령별","시점","주민등록연앙인구 (명)"
'32380," 양구군",'2,"여자",'020,"0 - 4세",2020,459.5000
'32380," 양구군",'2,"여자",'050,"5 - 9세",2020,432.5000
'32380," 양구군",'2,"여자",'070,"10 - 14세",2020,410.5000
'32380," 양구군",'2,"여자",'100,"15 - 19세",2020,616.5000
'32380," 양구군",'2,"여자",'120,"20 - 24세",2020,494.5000
'32380," 양구군",'2,"여자",'130,"25 - 29세",2020,551.5000
'32380," 양구군",'2,"여자",'150,"30 - 34세",2020,526.0000
'32380," 양구군",'2,"여자",'160,"35 - 39세",2020,633.5000
'32380," 양구군",'2,"여자",'180,"40 - 44세",2020,550.5000
'32380," 양구군",'2,"여자",'190,"45 - 49세",2020,621.0000
'32380," 양구군",'2,"여자",'210,"50 - 54세",2020,738.0000
'32380," 양구군",'2,"여자",'230,"55 - 59세",2020,937.5000
'32380," 양구군",'2,"여자",'260,"60 - 64세",2020,918.0000
'32380," 양구군",'2,"여자",'280,"65 - 69세",2020,581.5000
'32380," 양구군",'2,"여자",'310,"70 - 74세",2020,528.5000
'32380," 양구군",'2,"여자",'330,"75 - 79세",2020,633.5000
'32380," 양구군",'2,"여자",'340,"80세 이상",2020,843.5000
'32380," 양구군",'2,"여자",'360,"80 - 84세",2020,469.5000
'32380," 양구군",'2,"여자",'370,"85세 이상",2020,374.0000
'32380," 양구군",'2,"여자",'380,"85 - 89세",2020,260.5000
'32380," 양구군",'2,"여자",'410,"90 - 94세",2020,86.5000
'32380," 양구군",'2,"여자",'430,"95 - 99세",2020,23.0000
'32380," 양구군",'2,"여자",'440,"100세 이상",2020,4.0000
'32390," 인제군",'0,"계",'000,"계",2020,31502.0000
'32390," 인제군",'0,"계",'020,"0 - 4세",2020,1258.5000
'32390," 인제군",'0,"계",'050,"5 - 9세",2020,1287.0000
'32390," 인제군",'0,"계",'070,"10 - 14세",2020,1165.0000
'32390," 인제군",'0,"계",'100,"15 - 19세",2020,1187.0000
'32390," 인제군",'0,"계",'120,"20 - 24세",2020,1891.5000
'32390," 인제군",'0,"계",'130,"25 - 29세",2020,2231.0000
'32390," 인제군",'0,"계",'150,"30 - 34세",2020,1876.0000
'32390," 인제군",'0,"계",'160,"35 - 39세",2020,2019.0000
'32390," 인제군",'0,"계",'180,"40 - 44세",2020,1894.5000
'32390," 인제군",'0,"계",'190,"45 - 49세",2020,2060.5000
'32390," 인제군",'0,"계",'210,"50 - 54세",2020,2337.5000
'32390," 인제군",'0,"계",'230,"55 - 59세",2020,2989.0000
'32390," 인제군",'0,"계",'260,"60 - 64세",2020,3006.0000
'32390," 인제군",'0,"계",'280,"65 - 69세",2020,1914.0000
'32390," 인제군",'0,"계",'310,"70 - 74세",2020,1308.0000
'32390," 인제군",'0,"계",'330,"75 - 79세",2020,1388.5000
'32390," 인제군",'0,"계",'340,"80세 이상",2020,1689.0000
'32390," 인제군",'0,"계",'360,"80 - 84세",2020,1005.0000
'32390," 인제군",'0,"계",'370,"85세 이상",2020,684.0000
'32390," 인제군",'0,"계",'380,"85 - 89세",2020,444.5000
'32390," 인제군",'0,"계",'410,"90 - 94세",2020,180.5000
'32390," 인제군",'0,"계",'430,"95 - 99세",2020,53.5000
'32390," 인제군",'0,"계",'440,"100세 이상",2020,5.5000
'32390," 인제군",'1,"남자",'000,"계",2020,17041.5000
'32390," 인제군",'1,"남자",'020,"0 - 4세",2020,641.0000
'32390," 인제군",'1,"남자",'050,"5 - 9세",2020,677.0000
'32390," 인제군",'1,"남자",'070,"10 - 14세",2020,586.5000
'32390," 인제군",'1,"남자",'100,"15 - 19세",2020,631.5000
'32390," 인제군",'1,"남자",'120,"20 - 24세",2020,1253.5000
'32390," 인제군",'1,"남자",'130,"25 - 29세",2020,1487.5000
'32390," 인제군",'1,"남자",'150,"30 - 34세",2020,1122.0000
'32390," 인제군",'1,"남자",'160,"35 - 39세",2020,1098.5000
'32390," 인제군",'1,"남자",'180,"40 - 44세",2020,1030.0000
'32390," 인제군",'1,"남자",'190,"45 - 49세",2020,1185.5000
'32390," 인제군",'1,"남자",'210,"50 - 54세",2020,1286.5000
'32390," 인제군",'1,"남자",'230,"55 - 59세",2020,1545.0000
'32390," 인제군",'1,"남자",'260,"60 - 64세",2020,1652.5000
'32390," 인제군",'1,"남자",'280,"65 - 69세",2020,1006.5000
'32390," 인제군",'1,"남자",'310,"70 - 74세",2020,647.5000
'32390," 인제군",'1,"남자",'330,"75 - 79세",2020,632.0000
'32390," 인제군",'1,"남자",'340,"80세 이상",2020,558.5000
'32390," 인제군",'1,"남자",'360,"80 - 84세",2020,372.0000
'32390," 인제군",'1,"남자",'370,"85세 이상",2020,186.5000
'32390," 인제군",'1,"남자",'380,"85 - 89세",2020,120.5000
'32390," 인제군",'1,"남자",'410,"90 - 94세",2020,41.0000
'32390," 인제군",'1,"남자",'430,"95 - 99세",2020,22.0000
'32390," 인제군",'1,"남자",'440,"100세 이상",2020,3.0000
'32390," 인제군",'2,"여자",'000,"계",2020,14460.5000
'32390," 인제군",'2,"여자",'020,"0 - 4세",2020,617.5000
'32390," 인제군",'2,"여자",'050,"5 - 9세",2020,610.0000
'32390," 인제군",'2,"여자",'070,"10 - 14세",2020,578.5000
'32390," 인제군",'2,"여자",'100,"15 - 19세",2020,555.5000
'32390," 인제군",'2,"여자",'120,"20 - 24세",2020,638.0000
'32390," 인제군",'2,"여자",'130,"25 - 29세",2020,743.5000
'32390," 인제군",'2,"여자",'150,"30 - 34세",2020,754.0000
'32390," 인제군",'2,"여자",'160,"35 - 39세",2020,920.5000
'32390," 인제군",'2,"여자",'180,"40 - 44세",2020,864.5000
'32390," 인제군",'2,"여자",'190,"45 - 49세",2020,875.0000
'32390," 인제군",'2,"여자",'210,"50 - 54세",2020,1051.0000
'32390," 인제군",'2,"여자",'230,"55 - 59세",2020,1444.0000
'32390," 인제군",'2,"여자",'260,"60 - 64세",2020,1353.5000
'32390," 인제군",'2,"여자",'280,"65 - 69세",2020,907.5000
'32390," 인제군",'2,"여자",'310,"70 - 74세",2020,660.5000
'32390," 인제군",'2,"여자",'330,"75 - 79세",2020,756.5000
'32390," 인제군",'2,"여자",'340,"80세 이상",2020,1130.5000
'32390," 인제군",'2,"여자",'360,"80 - 84세",2020,633.0000
'32390," 인제군",'2,"여자",'370,"85세 이상",2020,497.5000
'32390," 인제군",'2,"여자",'380,"85 - 89세",2020,324.0000
'32390," 인제군",'2,"여자",'410,"90 - 94세",2020,139.5000
'32390," 인제군",'2,"여자",'430,"95 - 99세",2020,31.5000
'32390," 인제군",'2,"여자",'440,"100세 이상",2020,2.5000
'32400," 고성군",'0,"계",'000,"계",2020,26791.5000
'32400," 고성군",'0,"계",'020,"0 - 4세",2020,575.0000
'32400," 고성군",'0,"계",'050,"5 - 9세",2020,735.5000
'32400," 고성군",'0,"계",'070,"10 - 14세",2020,733.5000
'32400," 고성군",'0,"계",'100,"15 - 19세",2020,963.0000
'32400," 고성군",'0,"계",'120,"20 - 24세",2020,1492.5000
'32400," 고성군",'0,"계",'130,"25 - 29세",2020,1515.0000
'32400," 고성군",'0,"계",'150,"30 - 34세",2020,1069.5000
'32400," 고성군",'0,"계",'160,"35 - 39세",2020,1138.5000
'32400," 고성군",'0,"계",'180,"40 - 44세",2020,1258.0000
'32400," 고성군",'0,"계",'190,"45 - 49세",2020,1829.5000
'32400," 고성군",'0,"계",'210,"50 - 54세",2020,2190.5000
'32400," 고성군",'0,"계",'230,"55 - 59세",2020,2667.5000
'32400," 고성군",'0,"계",'260,"60 - 64세",2020,2870.0000
'32400," 고성군",'0,"계",'280,"65 - 69세",2020,2107.5000
'32400," 고성군",'0,"계",'310,"70 - 74세",2020,1760.5000
'32400," 고성군",'0,"계",'330,"75 - 79세",2020,1779.0000
'32400," 고성군",'0,"계",'340,"80세 이상",2020,2106.5000
'32400," 고성군",'0,"계",'360,"80 - 84세",2020,1228.0000
'32400," 고성군",'0,"계",'370,"85세 이상",2020,878.5000
'32400," 고성군",'0,"계",'380,"85 - 89세",2020,543.0000
'32400," 고성군",'0,"계",'410,"90 - 94세",2020,267.0000
'32400," 고성군",'0,"계",'430,"95 - 99세",2020,59.0000
'32400," 고성군",'0,"계",'440,"100세 이상",2020,9.5000
'32400," 고성군",'1,"남자",'000,"계",2020,13864.0000
'32400," 고성군",'1,"남자",'020,"0 - 4세",2020,285.5000
'32400," 고성군",'1,"남자",'050,"5 - 9세",2020,385.5000
'32400," 고성군",'1,"남자",'070,"10 - 14세",2020,401.5000
'32400," 고성군",'1,"남자",'100,"15 - 19세",2020,519.0000
'32400," 고성군",'1,"남자",'120,"20 - 24세",2020,925.5000
'32400," 고성군",'1,"남자",'130,"25 - 29세",2020,992.0000
'32400," 고성군",'1,"남자",'150,"30 - 34세",2020,643.5000
'32400," 고성군",'1,"남자",'160,"35 - 39세",2020,612.5000
'32400," 고성군",'1,"남자",'180,"40 - 44세",2020,704.5000
'32400," 고성군",'1,"남자",'190,"45 - 49세",2020,1039.5000
'32400," 고성군",'1,"남자",'210,"50 - 54세",2020,1223.5000
'32400," 고성군",'1,"남자",'230,"55 - 59세",2020,1387.5000
'32400," 고성군",'1,"남자",'260,"60 - 64세",2020,1508.0000
'32400," 고성군",'1,"남자",'280,"65 - 69세",2020,1043.0000
'32400," 고성군",'1,"남자",'310,"70 - 74세",2020,795.0000
'32400," 고성군",'1,"남자",'330,"75 - 79세",2020,725.5000
'32400," 고성군",'1,"남자",'340,"80세 이상",2020,672.5000
'32400," 고성군",'1,"남자",'360,"80 - 84세",2020,446.0000
'32400," 고성군",'1,"남자",'370,"85세 이상",2020,226.5000
'32400," 고성군",'1,"남자",'380,"85 - 89세",2020,152.5000
'32400," 고성군",'1,"남자",'410,"90 - 94세",2020,59.0000
'32400," 고성군",'1,"남자",'430,"95 - 99세",2020,13.0000
'32400," 고성군",'1,"남자",'440,"100세 이상",2020,2.0000
'32400," 고성군",'2,"여자",'000,"계",2020,12927.5000
'32400," 고성군",'2,"여자",'020,"0 - 4세",2020,289.5000
'32400," 고성군",'2,"여자",'050,"5 - 9세",2020,350.0000
'32400," 고성군",'2,"여자",'070,"10 - 14세",2020,332.0000
'32400," 고성군",'2,"여자",'100,"15 - 19세",2020,444.0000
'32400," 고성군",'2,"여자",'120,"20 - 24세",2020,567.0000
'32400," 고성군",'2,"여자",'130,"25 - 29세",2020,523.0000
'32400," 고성군",'2,"여자",'150,"30 - 34세",2020,426.0000
'32400," 고성군",'2,"여자",'160,"35 - 39세",2020,526.0000
'32400," 고성군",'2,"여자",'180,"40 - 44세",2020,553.5000
'32400," 고성군",'2,"여자",'190,"45 - 49세",2020,790.0000
'32400," 고성군",'2,"여자",'210,"50 - 54세",2020,967.0000
'32400," 고성군",'2,"여자",'230,"55 - 59세",2020,1280.0000
'32400," 고성군",'2,"여자",'260,"60 - 64세",2020,1362.0000
'32400," 고성군",'2,"여자",'280,"65 - 69세",2020,1064.5000
'32400," 고성군",'2,"여자",'310,"70 - 74세",2020,965.5000
'32400," 고성군",'2,"여자",'330,"75 - 79세",2020,1053.5000
'32400," 고성군",'2,"여자",'340,"80세 이상",2020,1434.0000
'32400," 고성군",'2,"여자",'360,"80 - 84세",2020,782.0000
'32400," 고성군",'2,"여자",'370,"85세 이상",2020,652.0000
'32400," 고성군",'2,"여자",'380,"85 - 89세",2020,390.5000
'32400," 고성군",'2,"여자",'410,"90 - 94세",2020,208.0000
'32400," 고성군",'2,"여자",'430,"95 - 99세",2020,46.0000
'32400," 고성군",'2,"여자",'440,"100세 이상",2020,7.5000
'32410," 양양군",'0,"계",'000,"계",2020,27627.5000
'32410," 양양군",'0,"계",'020,"0 - 4세",2020,573.5000
'32410," 양양군",'0,"계",'050,"5 - 9세",2020,793.5000
'32410," 양양군",'0,"계",'070,"10 - 14세",2020,838.5000
'32410," 양양군",'0,"계",'100,"15 - 19세",2020,1062.0000
'32410," 양양군",'0,"계",'120,"20 - 24세",2020,1307.0000
'32410," 양양군",'0,"계",'130,"25 - 29세",2020,1070.0000
'32410," 양양군",'0,"계",'150,"30 - 34세",2020,1014.5000
'32410," 양양군",'0,"계",'160,"35 - 39세",2020,1348.0000
'32410," 양양군",'0,"계",'180,"40 - 44세",2020,1580.0000
'32410," 양양군",'0,"계",'190,"45 - 49세",2020,1937.5000
'32410," 양양군",'0,"계",'210,"50 - 54세",2020,2322.0000
'32410," 양양군",'0,"계",'230,"55 - 59세",2020,2734.5000
'32410," 양양군",'0,"계",'260,"60 - 64세",2020,2965.0000
'32410," 양양군",'0,"계",'280,"65 - 69세",2020,2332.5000
'32410," 양양군",'0,"계",'310,"70 - 74세",2020,1854.5000
'32410," 양양군",'0,"계",'330,"75 - 79세",2020,1808.5000
'32410," 양양군",'0,"계",'340,"80세 이상",2020,2086.0000
'32410," 양양군",'0,"계",'360,"80 - 84세",2020,1220.5000
'32410," 양양군",'0,"계",'370,"85세 이상",2020,865.5000
'32410," 양양군",'0,"계",'380,"85 - 89세",2020,541.0000
'32410," 양양군",'0,"계",'410,"90 - 94세",2020,245.0000
'32410," 양양군",'0,"계",'430,"95 - 99세",2020,69.5000
'32410," 양양군",'0,"계",'440,"100세 이상",2020,10.0000
'32410," 양양군",'1,"남자",'000,"계",2020,14056.5000
'32410," 양양군",'1,"남자",'020,"0 - 4세",2020,285.0000
'32410," 양양군",'1,"남자",'050,"5 - 9세",2020,420.5000
'32410," 양양군",'1,"남자",'070,"10 - 14세",2020,432.0000
'32410," 양양군",'1,"남자",'100,"15 - 19세",2020,564.0000
'32410," 양양군",'1,"남자",'120,"20 - 24세",2020,746.0000
'32410," 양양군",'1,"남자",'130,"25 - 29세",2020,653.5000
'32410," 양양군",'1,"남자",'150,"30 - 34세",2020,563.0000
'32410," 양양군",'1,"남자",'160,"35 - 39세",2020,714.5000
'32410," 양양군",'1,"남자",'180,"40 - 44세",2020,872.0000
'32410," 양양군",'1,"남자",'190,"45 - 49세",2020,1064.0000
'32410," 양양군",'1,"남자",'210,"50 - 54세",2020,1312.5000
'32410," 양양군",'1,"남자",'230,"55 - 59세",2020,1393.5000
'32410," 양양군",'1,"남자",'260,"60 - 64세",2020,1512.5000
'32410," 양양군",'1,"남자",'280,"65 - 69세",2020,1130.5000
'32410," 양양군",'1,"남자",'310,"70 - 74세",2020,910.0000
'32410," 양양군",'1,"남자",'330,"75 - 79세",2020,782.0000
'32410," 양양군",'1,"남자",'340,"80세 이상",2020,701.0000
'32410," 양양군",'1,"남자",'360,"80 - 84세",2020,475.0000
'32410," 양양군",'1,"남자",'370,"85세 이상",2020,226.0000
'32410," 양양군",'1,"남자",'380,"85 - 89세",2020,163.0000
'32410," 양양군",'1,"남자",'410,"90 - 94세",2020,52.0000
'32410," 양양군",'1,"남자",'430,"95 - 99세",2020,11.0000
'32410," 양양군",'1,"남자",'440,"100세 이상",2020,0.0000
'32410," 양양군",'2,"여자",'000,"계",2020,13571.0000
'32410," 양양군",'2,"여자",'020,"0 - 4세",2020,288.5000
'32410," 양양군",'2,"여자",'050,"5 - 9세",2020,373.0000
'32410," 양양군",'2,"여자",'070,"10 - 14세",2020,406.5000
'32410," 양양군",'2,"여자",'100,"15 - 19세",2020,498.0000
'32410," 양양군",'2,"여자",'120,"20 - 24세",2020,561.0000
'32410," 양양군",'2,"여자",'130,"25 - 29세",2020,416.5000
'32410," 양양군",'2,"여자",'150,"30 - 34세",2020,451.5000
'32410," 양양군",'2,"여자",'160,"35 - 39세",2020,633.5000
'32410," 양양군",'2,"여자",'180,"40 - 44세",2020,708.0000
'32410," 양양군",'2,"여자",'190,"45 - 49세",2020,873.5000
'32410," 양양군",'2,"여자",'210,"50 - 54세",2020,1009.5000
'32410," 양양군",'2,"여자",'230,"55 - 59세",2020,1341.0000
'32410," 양양군",'2,"여자",'260,"60 - 64세",2020,1452.5000
'32410," 양양군",'2,"여자",'280,"65 - 69세",2020,1202.0000
'32410," 양양군",'2,"여자",'310,"70 - 74세",2020,944.5000
'32410," 양양군",'2,"여자",'330,"75 - 79세",2020,1026.5000
'32410," 양양군",'2,"여자",'340,"80세 이상",2020,1385.0000
'32410," 양양군",'2,"여자",'360,"80 - 84세",2020,745.5000
'32410," 양양군",'2,"여자",'370,"85세 이상",2020,639.5000
'32410," 양양군",'2,"여자",'380,"85 - 89세",2020,378.0000
'32410," 양양군",'2,"여자",'410,"90 - 94세",2020,193.0000
'32410," 양양군",'2,"여자",'430,"95 - 99세",2020,58.5000
'32410," 양양군",'2,"여자",'440,"100세 이상",2020,10.0000
'33,"충청북도",'0,"계",'000,"계",2020,1590372.0000
'33,"충청북도",'0,"계",'020,"0 - 4세",2020,55147.0000
'33,"충청북도",'0,"계",'050,"5 - 9세",2020,71144.5000
'33,"충청북도",'0,"계",'070,"10 - 14세",2020,72149.0000
'33,"충청북도",'0,"계",'100,"15 - 19세",2020,79575.0000
'33,"충청북도",'0,"계",'120,"20 - 24세",2020,99448.5000
'33,"충청북도",'0,"계",'130,"25 - 29세",2020,99559.0000
'33,"충청북도",'0,"계",'150,"30 - 34세",2020,88138.0000
'33,"충청북도",'0,"계",'160,"35 - 39세",2020,107923.0000
'33,"충청북도",'0,"계",'180,"40 - 44세",2020,111593.5000
'33,"충청북도",'0,"계",'190,"45 - 49세",2020,128690.5000
'33,"충청북도",'0,"계",'210,"50 - 54세",2020,136456.5000
'33,"충청북도",'0,"계",'230,"55 - 59세",2020,135154.0000
'33,"충청북도",'0,"계",'260,"60 - 64세",2020,126875.0000
'33,"충청북도",'0,"계",'280,"65 - 69세",2020,86914.0000
'33,"충청북도",'0,"계",'310,"70 - 74세",2020,62558.5000
'33,"충청북도",'0,"계",'330,"75 - 79세",2020,56411.0000
'33,"충청북도",'0,"계",'340,"80세 이상",2020,72635.0000
'33,"충청북도",'0,"계",'360,"80 - 84세",2020,42481.5000
'33,"충청북도",'0,"계",'370,"85세 이상",2020,30153.5000
'33,"충청북도",'0,"계",'380,"85 - 89세",2020,21352.5000
'33,"충청북도",'0,"계",'410,"90 - 94세",2020,7071.0000
'33,"충청북도",'0,"계",'430,"95 - 99세",2020,1521.5000
'33,"충청북도",'0,"계",'440,"100세 이상",2020,208.5000
'33,"충청북도",'1,"남자",'000,"계",2020,805701.5000
'33,"충청북도",'1,"남자",'020,"0 - 4세",2020,28310.5000
'33,"충청북도",'1,"남자",'050,"5 - 9세",2020,36234.5000
'33,"충청북도",'1,"남자",'070,"10 - 14세",2020,37324.5000
'33,"충청북도",'1,"남자",'100,"15 - 19세",2020,41702.0000
'33,"충청북도",'1,"남자",'120,"20 - 24세",2020,53884.0000
'33,"충청북도",'1,"남자",'130,"25 - 29세",2020,56725.5000
'33,"충청북도",'1,"남자",'150,"30 - 34세",2020,47504.0000
'33,"충청북도",'1,"남자",'160,"35 - 39세",2020,56158.5000
'33,"충청북도",'1,"남자",'180,"40 - 44세",2020,57824.5000
'33,"충청북도",'1,"남자",'190,"45 - 49세",2020,66676.5000
'33,"충청북도",'1,"남자",'210,"50 - 54세",2020,69991.5000
'33,"충청북도",'1,"남자",'230,"55 - 59세",2020,69575.0000
'33,"충청북도",'1,"남자",'260,"60 - 64세",2020,64126.5000
'33,"충청북도",'1,"남자",'280,"65 - 69세",2020,42769.5000
'33,"충청북도",'1,"남자",'310,"70 - 74세",2020,29819.5000
'33,"충청북도",'1,"남자",'330,"75 - 79세",2020,23484.0000
'33,"충청북도",'1,"남자",'340,"80세 이상",2020,23591.0000
'33,"충청북도",'1,"남자",'360,"80 - 84세",2020,15540.0000
'33,"충청북도",'1,"남자",'370,"85세 이상",2020,8051.0000
'33,"충청북도",'1,"남자",'380,"85 - 89세",2020,6142.5000
'33,"충청북도",'1,"남자",'410,"90 - 94세",2020,1579.5000
'33,"충청북도",'1,"남자",'430,"95 - 99세",2020,300.0000
'33,"충청북도",'1,"남자",'440,"100세 이상",2020,29.0000
'33,"충청북도",'2,"여자",'000,"계",2020,784670.5000
'33,"충청북도",'2,"여자",'020,"0 - 4세",2020,26836.5000
'33,"충청북도",'2,"여자",'050,"5 - 9세",2020,34910.0000
'33,"충청북도",'2,"여자",'070,"10 - 14세",2020,34824.5000
'33,"충청북도",'2,"여자",'100,"15 - 19세",2020,37873.0000
'33,"충청북도",'2,"여자",'120,"20 - 24세",2020,45564.5000
'33,"충청북도",'2,"여자",'130,"25 - 29세",2020,42833.5000
'33,"충청북도",'2,"여자",'150,"30 - 34세",2020,40634.0000
'33,"충청북도",'2,"여자",'160,"35 - 39세",2020,51764.5000
'33,"충청북도",'2,"여자",'180,"40 - 44세",2020,53769.0000
'33,"충청북도",'2,"여자",'190,"45 - 49세",2020,62014.0000
'33,"충청북도",'2,"여자",'210,"50 - 54세",2020,66465.0000
'33,"충청북도",'2,"여자",'230,"55 - 59세",2020,65579.0000
'33,"충청북도",'2,"여자",'260,"60 - 64세",2020,62748.5000
'33,"충청북도",'2,"여자",'280,"65 - 69세",2020,44144.5000
'33,"충청북도",'2,"여자",'310,"70 - 74세",2020,32739.0000
'33,"충청북도",'2,"여자",'330,"75 - 79세",2020,32927.0000
'33,"충청북도",'2,"여자",'340,"80세 이상",2020,49044.0000
'33,"충청북도",'2,"여자",'360,"80 - 84세",2020,26941.5000
'33,"충청북도",'2,"여자",'370,"85세 이상",2020,22102.5000
'33,"충청북도",'2,"여자",'380,"85 - 89세",2020,15210.0000
'33,"충청북도",'2,"여자",'410,"90 - 94세",2020,5491.5000
'33,"충청북도",'2,"여자",'430,"95 - 99세",2020,1221.5000
'33,"충청북도",'2,"여자",'440,"100세 이상",2020,179.5000
'33040," 청주시",'0,"계",'000,"계",2020,837744.0000
'33040," 청주시",'0,"계",'020,"0 - 4세",2020,33296.5000
'33040," 청주시",'0,"계",'050,"5 - 9세",2020,42325.5000
'33040," 청주시",'0,"계",'070,"10 - 14세",2020,41859.5000
'33040," 청주시",'0,"계",'100,"15 - 19세",2020,45357.0000
'33040," 청주시",'0,"계",'120,"20 - 24세",2020,57553.5000
'33040," 청주시",'0,"계",'130,"25 - 29세",2020,61537.0000
'33040," 청주시",'0,"계",'150,"30 - 34세",2020,54164.5000
'33040," 청주시",'0,"계",'160,"35 - 39세",2020,64493.0000
'33040," 청주시",'0,"계",'180,"40 - 44세",2020,64501.5000
'33040," 청주시",'0,"계",'190,"45 - 49세",2020,71153.0000
'33040," 청주시",'0,"계",'210,"50 - 54세",2020,70961.0000
'33040," 청주시",'0,"계",'230,"55 - 59세",2020,65166.5000
'33040," 청주시",'0,"계",'260,"60 - 64세",2020,56321.0000
'33040," 청주시",'0,"계",'280,"65 - 69세",2020,36411.5000
'33040," 청주시",'0,"계",'310,"70 - 74세",2020,25381.0000
'33040," 청주시",'0,"계",'330,"75 - 79세",2020,21053.0000
'33040," 청주시",'0,"계",'340,"80세 이상",2020,26209.0000
'33040," 청주시",'0,"계",'360,"80 - 84세",2020,15246.0000
'33040," 청주시",'0,"계",'370,"85세 이상",2020,10963.0000
'33040," 청주시",'0,"계",'380,"85 - 89세",2020,7695.5000
'33040," 청주시",'0,"계",'410,"90 - 94세",2020,2619.0000
'33040," 청주시",'0,"계",'430,"95 - 99세",2020,575.5000
'33040," 청주시",'0,"계",'440,"100세 이상",2020,73.0000
'33040," 청주시",'1,"남자",'000,"계",2020,421806.0000
'33040," 청주시",'1,"남자",'020,"0 - 4세",2020,17020.5000
'33040," 청주시",'1,"남자",'050,"5 - 9세",2020,21556.0000
'33040," 청주시",'1,"남자",'070,"10 - 14세",2020,21647.5000
'33040," 청주시",'1,"남자",'100,"15 - 19세",2020,23778.5000
'33040," 청주시",'1,"남자",'120,"20 - 24세",2020,30552.5000
'33040," 청주시",'1,"남자",'130,"25 - 29세",2020,34417.5000
'33040," 청주시",'1,"남자",'150,"30 - 34세",2020,28742.0000
'33040," 청주시",'1,"남자",'160,"35 - 39세",2020,33125.5000
'33040," 청주시",'1,"남자",'180,"40 - 44세",2020,32793.0000
'33040," 청주시",'1,"남자",'190,"45 - 49세",2020,35699.5000
'33040," 청주시",'1,"남자",'210,"50 - 54세",2020,35181.5000
'33040," 청주시",'1,"남자",'230,"55 - 59세",2020,32907.0000
'33040," 청주시",'1,"남자",'260,"60 - 64세",2020,27732.5000
'33040," 청주시",'1,"남자",'280,"65 - 69세",2020,17653.5000
'33040," 청주시",'1,"남자",'310,"70 - 74세",2020,11920.0000
'33040," 청주시",'1,"남자",'330,"75 - 79세",2020,8739.5000
'33040," 청주시",'1,"남자",'340,"80세 이상",2020,8339.5000
'33040," 청주시",'1,"남자",'360,"80 - 84세",2020,5502.0000
'33040," 청주시",'1,"남자",'370,"85세 이상",2020,2837.5000
'33040," 청주시",'1,"남자",'380,"85 - 89세",2020,2195.5000
'33040," 청주시",'1,"남자",'410,"90 - 94세",2020,531.5000
'33040," 청주시",'1,"남자",'430,"95 - 99세",2020,104.0000
'33040," 청주시",'1,"남자",'440,"100세 이상",2020,6.5000
'33040," 청주시",'2,"여자",'000,"계",2020,415938.0000
'33040," 청주시",'2,"여자",'020,"0 - 4세",2020,16276.0000
'33040," 청주시",'2,"여자",'050,"5 - 9세",2020,20769.5000
'33040," 청주시",'2,"여자",'070,"10 - 14세",2020,20212.0000
'33040," 청주시",'2,"여자",'100,"15 - 19세",2020,21578.5000
'33040," 청주시",'2,"여자",'120,"20 - 24세",2020,27001.0000
'33040," 청주시",'2,"여자",'130,"25 - 29세",2020,27119.5000
'33040," 청주시",'2,"여자",'150,"30 - 34세",2020,25422.5000
'33040," 청주시",'2,"여자",'160,"35 - 39세",2020,31367.5000
'33040," 청주시",'2,"여자",'180,"40 - 44세",2020,31708.5000
'33040," 청주시",'2,"여자",'190,"45 - 49세",2020,35453.5000
'33040," 청주시",'2,"여자",'210,"50 - 54세",2020,35779.5000
'33040," 청주시",'2,"여자",'230,"55 - 59세",2020,32259.5000
'33040," 청주시",'2,"여자",'260,"60 - 64세",2020,28588.5000
'33040," 청주시",'2,"여자",'280,"65 - 69세",2020,18758.0000
'33040," 청주시",'2,"여자",'310,"70 - 74세",2020,13461.0000
'33040," 청주시",'2,"여자",'330,"75 - 79세",2020,12313.5000
'33040," 청주시",'2,"여자",'340,"80세 이상",2020,17869.5000
'33040," 청주시",'2,"여자",'360,"80 - 84세",2020,9744.0000
'33040," 청주시",'2,"여자",'370,"85세 이상",2020,8125.5000
'33040," 청주시",'2,"여자",'380,"85 - 89세",2020,5500.0000
'33040," 청주시",'2,"여자",'410,"90 - 94세",2020,2087.5000
'33040," 청주시",'2,"여자",'430,"95 - 99세",2020,471.5000
'33040," 청주시",'2,"여자",'440,"100세 이상",2020,66.5000
'33041," 상당구",'0,"계",'000,"계",2020,183083.0000
'33041," 상당구",'0,"계",'020,"0 - 4세",2020,6407.5000
'33041," 상당구",'0,"계",'050,"5 - 9세",2020,9018.0000
'33041," 상당구",'0,"계",'070,"10 - 14세",2020,9043.0000
'33041," 상당구",'0,"계",'100,"15 - 19세",2020,10514.0000
'33041," 상당구",'0,"계",'120,"20 - 24세",2020,12394.0000
'33041," 상당구",'0,"계",'130,"25 - 29세",2020,11277.0000
'33041," 상당구",'0,"계",'150,"30 - 34세",2020,9439.5000
'33041," 상당구",'0,"계",'160,"35 - 39세",2020,12301.5000
'33041," 상당구",'0,"계",'180,"40 - 44세",2020,13417.0000
'33041," 상당구",'0,"계",'190,"45 - 49세",2020,15883.5000
'33041," 상당구",'0,"계",'210,"50 - 54세",2020,16351.5000
'33041," 상당구",'0,"계",'230,"55 - 59세",2020,15508.0000
'33041," 상당구",'0,"계",'260,"60 - 64세",2020,13434.5000
'33041," 상당구",'0,"계",'280,"65 - 69세",2020,9072.0000
