index,송하인_격자공간고유번호,수하인_격자공간고유번호,물품_카테고리,운송장_건수
16462,5011000722079200,2817000006024400,수산,3
16463,5011000078068400,4125000075004200,농산물,4
16464,5011000078068400,2823700009057200,농산물,3
16465,5011000968068300,2917000094024300,농산물,3
16466,5013000610049100,1159000013086200,농산물,3
16467,5013000821028200,4413300144084100,농산물,3
16468,4145000025010100,5011000373054200,주방용품,3
16469,5011000078068400,4313000639002100,농산물,3
16470,5013000733024100,1154500007093200,농산물,5
16471,4146100378042400,5011000314006400,과자,13
16472,5011000213090100,1165000011041200,농산물,3
16473,5011000078068400,4691000127075200,농산물,3
16474,5011000078068400,4311100021055300,농산물,5
16475,1111000024080100,5011000214038100,공구,11
16476,1117000009037100,5011000852052200,기타디지털/가전,5
16477,5011000078068400,4113100014035100,농산물,3
16478,5013000637036200,2629000028006300,농산물,3
16479,1153000017016200,5011000214005200,기타스포츠/레저,3
16480,5011000595017300,2871000192044200,음반,3
16481,5013000909040100,4611000060064300,농산물,3
16482,1120000014004300,5011000543041100,문화컨텐츠,6
16483,2823700026026200,5011000309087300,문구/사무용품,10
16484,5011000078068400,4111300014006400,농산물,3
16485,5013000779010300,4812300007082100,농산물,14
16486,5011000474087200,2723000091092400,농산물,3
16487,4141000031030100,5011000892080300,상의,5
16488,5013000823047200,4571000287018100,농산물,3
16489,5013000821028200,4413100174034300,농산물,3
16490,5013000043054100,4182000628008200,농산물,3
16491,4148000690015300,5011000316071200,문화컨텐츠,4
16492,1129000024009200,5011000265038300,DIY자재/용품,3
16493,5011000137030100,1132000008049100,농산물,3
16494,4136000163080300,5013000844079200,주방용품,4
16495,5013000354052200,4825000205036300,농산물,17
16496,4163000064011100,5011000324045100,수납/정리용품,3
16497,5011000685067100,4831000250059300,농산물,5
16498,5013000821028200,2920000072065100,농산물,6
16499,5011000078068400,4711100134053400,농산물,4
16500,5011000078068400,4131000017081300,농산물,3
16501,5011000685067100,2714000133050300,농산물,3
16502,4119900014075200,5011000258068400,음료,8
16503,5011001070065300,4889000492041400,농산물,6
16504,5013000823063400,2623000014053100,과자,3
16505,5011001116066400,4684000332062100,농산물,7
16506,5013000610049100,4141000024037300,농산물,3
16507,5011000078068400,4413100175042100,농산물,4
16508,4148000690015300,5013000817099200,문화컨텐츠,8
16509,4119900009063300,5013000685049300,건강식품,3
16510,5013000731055200,2650000005100100,농산물,4
16511,5013000572007300,4146500037021300,농산물,4
16512,5011000324077100,4122000315054400,농산물,12
16513,5013000859031200,1150000023097400,농산물,4
16514,4717001367004400,5013000907069400,농산물,3
16515,5011000424078200,4311100058047300,농산물,3
16516,5011000078068400,4413300167073200,농산물,3
16517,5011000078068400,2826000123034200,농산물,3
16518,5011000137030100,4280000585093400,농산물,3
16519,1129000014045300,5011000374043300,바디케어,3
16520,5013000411008300,4115000056034100,농산물,5
16521,5011000078068400,1141000012083400,농산물,3
16522,5011000183026200,4127100021067300,농산물,3
16523,2635000035072100,5011000115070300,상의,3
16524,5011000078068400,1174000011026300,농산물,3
16525,5011000078068400,4128700029039400,농산물,3
16526,5011000373086200,4141000011081300,농산물,3
16527,5011000078068400,4146300075026400,농산물,3
16528,4148000699072200,5013000867027200,음반,12
16529,1117000009037100,5011000315061200,기타디지털/가전,3
16530,5011000078068400,1171000016001200,농산물,3
16531,5011000078068400,4145000013003100,농산물,3
16532,5011000078068400,2729000004091300,농산물,3
16533,4831000488062400,5013000919015400,수산,4
16534,5013000777063100,4729000082052100,농산물,3
16535,5013000610049100,4113100006022400,농산물,3
16536,5011000078068400,4413300199053200,농산물,4
16537,5013000202086300,1126000014078200,기타식품,3
16538,5011000137030100,4128700009009200,농산물,3
16539,5011000352099400,2826000062073300,가공식품,3
16540,5013000803023100,4119700003057300,농산물,3
16541,5013000946015400,4427000708095100,농산물,4
16542,4782000506048300,5011000264014400,생활용품,4
16543,5011000078068400,2823700017020300,농산물,5
16544,5013000777063100,1144000025081200,농산물,5
16545,5013000610049100,2826000139094300,농산물,3
16546,3023000012008100,5011000478044100,음료,3
16547,5013000354052200,4689000812035300,농산물,4
16548,5011000685067100,4117100025050300,농산물,4
16549,5011000316061300,4159000383060400,기능성,3
16550,4159000429094300,5013000527096300,냉동/간편조리식품,3
16551,5011000319012300,4833000032098200,취미용품,4
16552,1154500001021400,5011000316042200,기타디지털/가전,4
16553,5011000137030100,4817000565012100,농산물,4
16554,2771000087047400,5011000264068300,양말/스타킹,5
16555,5011000424031100,4127300033087100,농산물,6
16556,5013000867061200,4824000463073200,농산물,3
16557,5011000595017300,1156000008045200,음반,4
16558,1153000017005200,5013000777066200,건강식품,4
16559,4141000031009400,5011000375052100,가공식품,3
16560,5013000467060400,3171000363081400,농산물,3
16561,5011000078068400,4117100015093100,농산물,5
16562,5013000818021200,4311100057082100,과자,4
16563,4148000690015300,5011000320055200,문화컨텐츠,4
16564,5011000168074100,5011000266041200,농산물,3
16565,5013000273018300,2920000168072300,농산물,5
16566,4127300065073100,5011000215049300,상의,9
16567,5011000595017300,1120000010061300,음반,3
16568,5013000610049100,4713000362029100,농산물,6
16569,4148000690015300,5013000818064300,문화컨텐츠,4
16570,5011000418068300,4150000358012200,농산물,5
16571,5013000765096400,2920000105094200,농산물,3
16572,5011000078068400,4163000133025100,농산물,3
16573,1154500001021400,5013000823099100,골프,3
16574,5013000610049100,1153000017085100,농산물,3
16575,4817000532032100,5011000319075300,욕실용품,3
16576,5011001071008400,4719000214081100,농산물,9
16577,5011000374084100,1165000018008300,축산,15
16578,5011000310047200,1121500015061200,수산,3
16579,5013000824083200,4278000697059400,농산물,4
16580,2826000108024400,5011000367008200,김치,4
16581,5011000595017300,1144000025053300,음반,4
16582,4165000741082400,5011000315095300,냉동/간편조리식품,3
16583,5013000417031200,2826000140091200,기타식품,3
16584,4121000005060100,5011000721034200,스마트디바이스액세서리,3
16585,5013000622057100,4115000008100100,농산물,3
16586,4136000245049400,5011000372039300,침구단품,4
16587,5011000535028300,2814000003024100,농산물,3
16588,4141000031030100,5011000367073100,상의,3
16589,5011000316024300,1138000029099200,수산,3
16590,1168000015064300,5011000174062400,기타화장품/미용,3
16591,5013000731055200,2820000012092100,농산물,4
16592,4150000241045200,5011000429039200,건강식품,3
16593,4157000306018300,5013000683001100,가공식품,4
16594,1114000004022300,5011000314069300,가공식품,7
16595,5011000078068400,4150000224020200,농산물,5
16596,5013000610049100,1156000019084300,농산물,3
16597,5011000078068400,4511300086013100,농산물,3
16598,2826000140046200,5011000172013400,하의,3
16599,4136000316087400,5011000543041100,문화컨텐츠,6
16600,5011000373036200,2917000085044200,음료,4
16601,5013000778022200,2820000045097100,농산물,4
16602,5011000429098400,4579000129051300,농산물,3
16603,5011000310045400,2614000020087100,기타식품,6
16604,5011000078068400,2623000002080400,농산물,3
16605,5011000424078200,2626000004068100,농산물,3
16606,5013000616057100,4157000260051300,농산물,3
16607,5011000595017300,4115000055019200,음반,3
16608,4141000031030100,5013000780016200,건강식품,3
16609,5011000427089100,2653000021086300,음료,3
16610,4282000473033400,5011000521003200,음료,5
16611,5013000902003200,2818500027091100,농산물,4
16612,5011000352099400,4155000245049200,가공식품,80
16613,5011001115011400,1156000016046300,농산물,3
16614,1156000003028100,5011000259007300,헤어케어,6
16615,5011000078068400,4139000077053100,농산물,3
16616,5013000610049100,1130500021061200,농산물,3
16617,5011000078068400,4119500012053300,농산물,3
16618,5011000424078200,4713000362029100,농산물,3
16619,5013000731055200,4833000445040300,농산물,3
16620,5011000078068400,2771000078003400,농산물,3
16621,5011000316024300,2626000014087200,수산,6
16622,5013000731055200,1111000021005400,농산물,3
16623,5013000616074300,4713000504041300,농산물,22
16624,5011000213090100,4717000568043300,농산물,4
16625,5011000078068400,3020000135008400,농산물,3
16626,4163000107005200,5011000265042300,가공식품,8
16627,5013000777063100,1159000007003400,농산물,3
16628,5013000610049100,4812300008086200,농산물,3
16629,3114000005041200,5011000078068400,농산물,3
16630,5011000327036100,2771000077072400,농산물,3
16631,5013000637036200,2817000012083100,농산물,6
16632,4146300050007100,5011000173071200,반려동물,3
16633,5011000078068400,1150000024072400,농산물,3
16634,5011000685067100,4128500042047400,농산물,12
16635,5013000610049100,1144000011070200,농산물,3
16636,5011000078068400,1150000038026300,농산물,3
16637,5013000610049100,4139000087037400,농산물,3
16638,4148000680009300,5011000429068100,축산,5
16639,5011000078068400,4812700051079400,농산물,5
16640,5011000078068400,2729000034051400,농산물,3
16641,4119900009063300,5013000866017300,건강식품,4
16642,5013000910034400,4159000728068100,농산물,3
16643,5013000866088100,3011000062016100,농산물,3
16644,5011000312034400,4161000166033100,농산물,3
16645,5011000137030100,4115000047036200,농산물,4
16646,5011000769078300,4729000164082200,농산물,3
16647,5013000905030300,4223000038033400,농산물,3
16648,4511300072078200,5011000436001100,건강식품,4
16649,5011000224031300,4721000451013400,농산물,3
16650,1138000029073100,5011000478092300,기타식품,3
16651,5011000078068400,4146500037038300,농산물,3
16652,5013000859031200,4723000637094400,농산물,3
16653,5013000124098400,4723000751048400,음료,3
16654,5013000571020200,3020000127061400,농산물,3
16655,5013000778073200,1147000015024400,농산물,4
16656,4148000690043300,5011000429043100,문화컨텐츠,3
16657,4148000687085300,5011000319021100,문화컨텐츠,3
16658,5011000685067100,2632000010099200,농산물,3
16659,5011000137030100,4812300028047300,농산물,3
16660,5013000845056400,4514000112083200,농산물,10
16661,5013000780043400,4833000433025400,농산물,4
16662,5011000437099200,4167000319093100,농산물,3
16663,4127100048006400,5011000173096100,기타식품,5
16664,5013000731055200,1162000007027300,농산물,3
16665,5013000731055200,4165000324091300,농산물,3
16666,5011000228004400,4117300017043200,선케어,38
16667,5011000137030100,4145000014022100,농산물,3
16668,5011000078068400,1141000008075300,농산물,3
16669,5011000315016300,4887000462025100,가공식품,4
16670,5013000735001200,4833000469014200,농산물,8
16671,1117000009070100,5011000648017200,PC,4
16672,5011000137030100,4211000645042200,농산물,3
16673,4427000366060200,5011000429004300,건강식품,3
16674,5011000310014300,4159000602075400,농산물,3
16675,5011000374036400,4812100116077300,수산,12
16676,5013000909007400,4136000323096400,농산물,3
16677,5011000626011200,4136000264009400,농산물,4
16678,4157000306018300,5011000200094100,생활용품,3
16679,5011000078068400,4139000029003200,농산물,10
16680,1174000025077100,5011000265096200,자동차용품,9
16681,5011000265077200,1165000022012100,축산,24
16682,5013000571020200,4211000577005200,농산물,6
16683,5011000378049100,4161000297073100,농산물,5
16684,5011000137030100,2617000005019300,농산물,3
16685,4679000218067400,5011000249003300,기타식품,5
16686,4165000741082400,5013000581064400,가공식품,5
16687,4159000429094300,5013000926069100,가공식품,3
16688,4139000139073300,5011000373020100,기타패션의류,3
16689,4159000429094300,5011000372009300,냉동/간편조리식품,3
16690,4511300060053300,5011000309057300,주방용품,5
16691,5013000622057100,3120000055014400,농산물,3
16692,4281000596055400,5011000110076300,축산,5
16693,5013000610049100,1135000024037100,농산물,3
16694,5013000832023400,3017000001025200,농산물,3
16695,5011000486034400,3023000068031300,농산물,3
16696,5013000777063100,4725000678033200,농산물,3
16697,4148000690047300,5011000368009200,문화컨텐츠,3
16698,5011000595017300,3020000102098400,음반,4
16699,4161000402022400,5011000434029400,생활용품,3
16700,5011000437099200,1111000025086200,수산,9
16701,5011000367041300,4111500007092400,농산물,12
16702,5011000224053100,3011000046059400,농산물,10
16703,5011000213090100,3120000041067300,농산물,3
16704,4157000306018300,5011000174004100,가공식품,3
16705,5011000424078200,2620000021065400,농산물,3
16706,5011000078068400,4163000182072300,농산물,3
16707,5013000821028200,4139000131026300,농산물,3
16708,5013000906012100,1111000024042200,농산물,4
16709,5011000078068400,2623000021029400,농산물,5
16710,4159000388028200,5011000265032200,반려동물,3
16711,5011000316024300,4121000040052400,수산,3
16712,5011000314031200,2826000142055100,축산,37
16713,5011001070014400,4511100046034200,음료,3
16714,1165000003016400,5011000263045100,기타디지털/가전,3
16715,5011000375010100,2820000036050300,음료,5
16716,5011000435012100,4611000044100300,농산물,7
16717,5013000945007300,4711100055093300,농산물,5
16718,5011000078068400,4117300013056300,농산물,4
16719,5011000378049100,4137000042056400,농산물,10
16720,5011000224053100,4272001300021400,농산물,12
16721,5011001076050400,1138000022021300,음료,4
16722,4141000031030100,5011000169068300,상의,3
16723,3017000063047400,5011000108086400,냉동/간편조리식품,13
16724,5011000078068400,4833000205047100,농산물,3
16725,5011000199044400,4611000027053100,농산물,3
16726,5013000777063100,4139000077094300,농산물,3
16727,5011001076050400,4146500028030300,음료,3
16728,5013000170009200,4611000043017300,기타식품,5
16729,5011000685067100,1156000015059300,농산물,3
16730,5013000824079400,4223000020093200,농산물,3
16731,5013000765096400,1135000020017300,농산물,3
16732,5013000267042300,1144000020028300,농산물,3
16733,5011000424078200,4715000180070100,농산물,4
16734,5013000909008300,3114000008073400,농산물,4
16735,4146100242047200,5013000927086300,언더웨어,3
16736,1130500025066400,5011000427035200,스킨케어,3
16737,5011000078068400,2726000005029400,농산물,3
16738,5011000685067100,2644000142087400,농산물,3
16739,5011000137030100,2771000336031300,농산물,3
16740,5011000199044400,5011000721077300,농산물,4
16741,5011000078068400,1129000011080200,농산물,3
16742,4822000139060100,5013000719010300,수산,3
16743,5011000374036400,4128100098039200,수산,4
16744,5011000078068400,4128100044055200,농산물,3
16745,4157000306018300,5013000845021300,분유/이유식/아기간식,3
16746,5011000572084100,4481000273068100,농산물,6
16747,5013000926087300,1129000011004100,농산물,5
16748,4146100238100100,5013000677079200,건강용품,3
16749,4141000031030100,5011000373038200,생활용품,3
16750,5011000168074100,5011000263067200,가공식품,7
16751,4157000306018300,5011000851091400,가공식품,4
16752,5013000610049100,4113500056009300,농산물,3
16753,4155000173059100,5011000266059200,반려동물,5
16754,5011000078068400,2920000074066300,농산물,3
16755,5013000511001200,4143000021012200,농산물,3
16756,4111300010061100,5013000810073400,가공식품,3
16757,4148000699072200,5013000634055200,음반,14
16758,5011000263013100,3017000009024300,수산,5
16759,5011000326012100,4691000520002400,농산물,3
16760,5013000610049100,1153000015054200,농산물,3
16761,5013000610049100,4278000664015300,가공식품,4
16762,4128500028049400,5011000482013100,음료,4
16763,5013000731055200,3017000013085100,농산물,3
16764,5011000078068400,2638000010043300,농산물,3
16765,5013000732063300,4213000256049300,농산물,6
16766,5013000610049100,2723000084092400,농산물,3
16767,5011000078068400,4413300199044200,농산물,3
16768,2729000029060300,5013000863041400,기저귀/물티슈,3
16769,5013000610049100,2632000015080300,농산물,3
16770,5011000316024300,4683000077048200,수산,13
16771,5011000272063400,2711000007099200,음료,5
16772,5011000137030100,4139000011080400,농산물,3
16773,2824500048029400,5011000174039100,주방가전,3
16774,5011000078068400,4777000112013400,농산물,3
16775,5013000582084100,4157000223057400,농산물,3
16776,5013000610049100,4146100147088100,농산물,3
16777,5011000582021400,1126000011081400,축산,9
16778,5011000324090300,4129000024025200,농산물,3
16779,5013000845056400,4688000073008300,농산물,4
16780,5013000699026100,2824500047014300,농산물,9
16781,5013000771032200,4519000311015100,농산물,5
16782,5011000375010100,4157000191098300,음료,3
16783,5011000435065400,4827000709032100,농산물,3
16784,5011000137030100,4113500047032100,농산물,3
16785,4141000031030100,5013000868031100,상의,3
16786,5013000731055200,1168000021010100,농산물,3
16787,4514000248090300,5011000110051100,생활용품,4
16788,5011000168074100,5011000264015200,가공식품,4
16789,4148000699072200,5011000372039300,문화컨텐츠,5
16790,5011000078068400,4117300019030100,농산물,4
16791,5011001001086300,4511100022031400,음료,4
16792,5011000078068400,1165000010017100,농산물,3
16793,4817000492008200,5011000313096300,인테리어소품,3
16794,5011000213090100,1150000021084200,농산물,3
16795,5013000610049100,2729000044071100,농산물,3
16796,4148000626030400,5011000315087400,침구단품,12
16797,4148000699072200,5013000778095300,문화컨텐츠,4
16798,4148000589048400,5011000217058200,가공식품,17
16799,5013000735079200,1135000013098100,농산물,5
16800,5011000078068400,3611000022040300,농산물,3
16801,5011000078068400,4157000305073300,농산물,3
16802,5011000437099200,4113300007078200,농산물,3
16803,4159000429094300,5011000373044200,냉동/간편조리식품,3
16804,2635000035072100,5013000866045300,상의,5
16805,4148000690043300,5011000220066200,문화컨텐츠,3
16806,5011000437099200,4159000385080200,농산물,3
16807,5013000620007400,4413300186014400,농산물,16
16808,5011000110041300,4127100020092300,농산물,3
16809,5013000610049100,4159000470023200,농산물,3
16810,5011000502078400,2638000038072100,과자,3
16811,5011000078068400,4128100123080200,농산물,3
16812,5011000632010200,4825000113072400,농산물,3
16813,4157000306018300,5011000317061200,냉동/간편조리식품,4
16814,4161000199095400,5011000374012300,스킨케어,9
16815,5011000525070400,4615000697037100,농산물,3
16816,5013000731078100,1147000004007200,농산물,5
16817,5011000213090100,4146100140072100,농산물,3
16818,5013000610049100,1174000006082100,농산물,3
16819,5011000220031300,1130500014047300,농산물,3
16820,5013000768074300,4420000355059200,농산물,3
16821,4148000690015300,5011000767040300,문화컨텐츠,3
16822,5013000821028200,4688000256064300,농산물,7
16823,5013000610049100,2614000004077200,농산물,4
16824,4150000199100200,5011000266060300,음료,3
16825,5011000078068400,4711100265006100,농산물,5
16826,2826000141045400,5011000312074200,수납/정리용품,3
16827,4159000429094300,5011000266048100,냉동/간편조리식품,3
16828,5013000818051200,2626000010008200,농산물,3
16829,4141000031009400,5011000855021200,건강식품,3
16830,4514000436094200,5011000482013100,축산,3
16831,5011000137030100,1171000022016300,농산물,3
16832,2917000020021200,5013000852054100,공구,4
16833,5011000078068400,4117300025038400,농산물,3
16834,5011000436041400,3011000053045200,아웃도어가구,3
16835,5013000009018200,1147000018048200,농산물,6
16836,5013000733024100,4831000308092200,농산물,3
16837,5013000692037200,2641000030073100,농산물,12
16838,4122000023084400,5013000957072200,스킨케어,3
16839,1117000009037100,5011000215047100,기타디지털/가전,42
16840,5013000731055200,4719000456077300,농산물,3
16841,4148000690015300,5011000372003200,문화컨텐츠,4
16842,5013000777063100,2917000060003200,농산물,3
16843,5013000926087300,1130500024005200,농산물,3
16844,3023000053033100,5011000314087400,농산물,3
16845,5011001054058100,2823700009053300,농산물,4
16846,5011000078068400,1165000021038100,농산물,3
16847,5013000731055200,1135000014038400,농산물,6
16848,5011000137030100,1153000003040300,농산물,5
16849,5011000535028300,4371000153071200,농산물,7
16850,1174000016003300,5011000314089200,수산,4
16851,5013000825037400,2714000159090300,농산물,4
16852,4148000589041200,5011000435053100,농산물,5
16853,5011001116023200,4183000164093300,농산물,3
16854,5013000610049100,4113500002004200,농산물,3
16855,5013000610049100,4380000466057300,농산물,3
16856,5013000862067200,4371000131069200,농산물,4
16857,5011000213090100,4683000464062400,농산물,3
16858,5013000610049100,4420000200059200,농산물,3
16859,5011000137030100,1126000002010300,농산물,3
16860,5011000078068400,2635000027036400,농산물,4
16861,5013000637036200,4146500033093200,농산물,3
16862,5011000183026200,4111300023096200,농산물,3
16863,5011000213090100,4163000133081200,농산물,4
16864,5011001116066400,4785000362093100,농산물,7
16865,5011000569088100,4514000378064400,농산물,17
16866,5013000858054200,2820000050082200,농산물,6
16867,4371000137070400,5011000438082100,음료,6
16868,5011000685067100,3023000070084400,농산물,3
16869,4148000690015300,5011000430007300,문화컨텐츠,3
16870,5013000821028200,4146300073065300,농산물,4
16871,5013000571016300,4159000303007200,농산물,4
16872,5013000859031200,3114000044029200,농산물,3
16873,5013000044016100,2917000080062300,농산물,3
16874,5011000264026100,5011000372026100,잠옷,5
16875,5011000216012300,3111000031017200,농산물,4
16876,5013000571005200,4155000421063200,농산물,4
16877,5013000043028400,4613000340094200,농산물,9
16878,5013000733051400,4413100157079100,농산물,3
16879,2717000014030300,5011000219068200,음료,4
16880,5011000137030100,4729000209068400,농산물,4
16881,5013000691060200,2726000024071400,농산물,3
16882,4148000690015300,5011000174023400,문화컨텐츠,4
16883,5013000827001200,4371000401090100,농산물,3
16884,5013000731055200,4159000077059300,농산물,3
16885,5011001027008200,2723000084023300,농산물,4
16886,5011000213090100,4812500192019400,가공식품,4
16887,5013000777063100,2638000015031300,농산물,3
16888,4311300002063400,5011000373098100,문화컨텐츠,4
16889,5011000168080300,4617000134087300,음료,3
16890,5013000735022300,4277000744014300,농산물,3
16891,5011000374036400,1135000016021200,수산,8
16892,5011000685067100,4678000453020100,농산물,25
16893,5011000078068400,2915500013029200,농산물,3
16894,5011000078068400,4146500026002400,농산물,3
16895,5011001108036200,4119700005049300,농산물,3
16896,5011000570054300,4272001313015300,냉동/간편조리식품,8
16897,5011000373086200,1162000010063200,음료,5
16898,5011000078068400,2811000058081200,농산물,4
16899,5013000688065200,4311100022094300,음료,3
16900,4213000280087300,5011000215073100,가공식품,3
16901,5013000731055200,4514000399018100,농산물,3
16902,4141000031030100,5011000217024200,베이스메이크업,3
16903,5011000595017300,1135000032018100,음반,3
16904,5011000226090200,1147000010086200,농산물,6
16905,5013000822001100,4148000663017100,수납가구,3
16906,5011000112080100,1156000012052200,기타식품,13
16907,2826000136013300,5013000527087300,침구단품,5
16908,4377000208066200,5013000808056400,계절가전,12
16909,5013000765096400,2914000017029300,농산물,5
16910,4413100296077200,5011000373088300,하의,3
16911,2650000011087300,5011000929087100,기타식품,3
16912,5013000732073200,1171000007100300,농산물,3
16913,4161000402049200,5011000214031400,건강식품,4
16914,4148000663017100,5011000315093200,수납가구,5
16915,4157000177095200,5011000509014100,생활용품,4
16916,4119500014004400,5011000315043400,커튼/블라인드,3
16917,4150000196034300,5011000314062200,다이어트식품,31
16918,4311300043064300,5011000314079400,기타패션의류,3
16919,5013000814092300,4111700007031200,농산물,3
16920,2826000140091200,5011000372023200,주방용품,10
16921,5011000078068400,3114000037013300,농산물,4
16922,5013000622057100,2820000012037100,농산물,3
16923,5011000078068400,2623000025050200,농산물,3
16924,5013000777063100,1165000011014200,농산물,3
16925,1114000003033100,5011000332046300,문구/사무용품,4
16926,5011000078068400,4122000314076200,농산물,3
16927,5011000429098400,4111100034049300,농산물,3
16928,5013000731055200,4119700012060100,농산물,3
16929,5013000731055200,3120000044007100,농산물,3
16930,4137000019060200,5011000168071400,클렌징,4
16931,5013000616057100,4115000048037300,농산물,4
16932,4159000429094300,5013000926093300,가공식품,3
16933,5011000767075300,4117300011063200,축산,5
16934,5013000821028200,4887000450100200,농산물,3
16935,5013000776084200,4579000370016300,농산물,3
16936,5011000530022100,4680000319034300,축산,3
16937,5013000731079400,4127300007057400,농산물,3
16938,5013000778073200,4719000505085400,농산물,14
16939,2638000017084400,5011000315062300,침구단품,3
16940,5013000732060300,1154500009092300,농산물,3
16941,5013000731055200,4723000638085400,농산물,9
16942,5011000437099200,4215000419015400,농산물,3
16943,5011000078068400,4825000340073200,농산물,5
16944,5013000673010300,4221000062003200,농산물,3
16945,5011000109060400,3017000009075400,냉동/간편조리식품,5
16946,4148000690015300,5011000892047300,문화컨텐츠,4
16947,5013000733024100,1150000015040100,농산물,3
16948,5011000374084100,4812100163030200,축산,3
16949,5011000078068400,1123000006018300,농산물,6
16950,5013000610049100,1174000010048400,농산물,3
16951,5011000316024300,4148000669062200,수산,3
16952,4148000690043300,5011000372045300,문화컨텐츠,4
16953,5011000137030100,2638000008088200,농산물,3
16954,5013000821028200,4719000605099200,농산물,5
16955,5011000685067100,4146300035002400,농산물,3
16956,5011000137030100,4117300015094300,농산물,3
16957,5011000534035100,4623000418005200,기타식품,6
16958,5013000610049100,4874000364051300,농산물,10
16959,5013000777063100,4420000376021200,농산물,3
16960,5011000367041300,3017000011033400,기타식품,3
16961,5013000622057100,2818500017009400,농산물,4
16962,5013000778022200,2629000006100200,농산물,3
16963,5013000821028200,1171000002003300,농산물,3
16964,5011001001046400,4150000213056200,농산물,5
16965,5013000622057100,4311300051084300,농산물,3
16966,5013000823047200,4817000454088200,농산물,3
16967,5013000821028200,4773000500006100,농산물,3
16968,5013000909007400,4827000475010100,농산물,3
16969,5011000078068400,2823700010062100,농산물,7
16970,5013000866026400,5011000168096300,기타패션의류,3
16971,5013000610049100,1156000015046300,농산물,3
16972,5011000437099200,4413300136047400,농산물,5
16973,4159000429094300,5011000596012200,냉동/간편조리식품,3
16974,5013000205030200,4128500044031300,농산물,4
16975,5011000313063200,4148000669082400,음료,3
16976,3020000149062400,5011000544072300,문화컨텐츠,3
16977,5011000078068400,4480000018033300,농산물,3
16978,5011000137030100,1135000024095300,농산물,3
16979,5011000213065200,2771000063083100,농산물,4
16980,5011000078068400,2820000008059400,농산물,3
16981,2635000020035400,5011000374034300,주방용품,3
16982,5013000916011300,4413100125006100,농산물,3
16983,5013000704063400,4729000163076100,농산물,6
16984,4159000429094300,5013000810064100,가공식품,4
16985,1111000024080100,5011000213061100,공구,3
16986,5011000429098400,4117100010094200,농산물,3
16987,5013000513092400,4139000139021200,농산물,6
16988,4163000088010200,5011000373042100,계절가전,3
16989,5011000078068400,3611000319048300,농산물,3
16990,1126000002049100,5011000167059300,과자,3
16991,1135000009051200,5013000726009100,반려동물,3
16992,5013000732085200,4213000330084400,농산물,3
16993,2650000006081400,5011000670041400,분유/이유식/아기간식,3
16994,5013000778022200,4155000028011300,농산물,3
16995,5011000078068400,4711300700086400,농산물,3
16996,5011000320025200,4688000403097200,네일케어,5
16997,5011000595017300,1162000015082400,음반,6
16998,5013000692037200,1154500005077100,농산물,3
16999,5013000777063100,1135000032031100,농산물,3
17000,5011000137030100,4313000739086200,농산물,3
17001,4159000429094300,5011000213057300,가공식품,3
17002,5013000777063100,2623000022066100,농산물,4
17003,5011000437099200,4128500057071100,축산,5
17004,1153000017005200,5011000266060300,가공식품,3
17005,5013000610049100,2720000011040200,농산물,6
17006,5013000692034400,1120000012090100,농산물,3
17007,5011000078068400,1150000034057400,농산물,3
17008,5011000259096100,4421000444033200,수산,3
17009,5011000316024300,4713000548096300,수산,4
17010,5011000424078200,4146300054031300,농산물,3
17011,4148000690015300,5011000214053400,문화컨텐츠,9
17012,5011000685067100,4613000387068200,농산물,3
17013,5011000078068400,2818500008085300,농산물,4
17014,5011000420060100,2826000123096300,농산물,3
17015,5011000137030100,4413100123071200,농산물,3
17016,5011000311020400,4514000422094400,농산물,4
17017,5011000078068400,4146300005038200,농산물,3
17018,5011000318067400,2817000010086300,냉동/간편조리식품,16
17019,5011000078068400,4165000792072300,농산물,3
17020,5011000381090400,3611000298062100,농산물,3
17021,5013000731055200,4623000440038300,농산물,4
17022,5013000610049100,1150000032094200,농산물,4
17023,5013000731055200,4690000359008200,농산물,5
17024,1153000017005200,5011000373053300,건강식품,3
17025,5011000137030100,2635000045070200,농산물,3
17026,5013000505099200,4113500056058300,농산물,4
17027,5013000821028200,1168000013094300,농산물,3
17028,5013000785062300,4146300052062200,농산물,5
17029,5013000610049100,3114000017029300,농산물,3
17030,2614000012020200,5011000374039300,기타식품,5
17031,5011000314061400,4128100098010400,농산물,3
17032,5013000812080400,4180000550042200,농산물,10
17033,5011000534035100,4128100090097300,기타식품,14
17034,5011000595017300,2729000006095400,음반,3
17035,5013000617099100,1162000003081300,농산물,4
17036,5013000731055200,4137000027077200,농산물,3
17037,5013000622057100,3011000067059200,농산물,5
17038,4427000366060200,5011000214041100,반려동물,4
17039,5011000264015200,5011000173088200,가공식품,3
17040,5011000429098400,4211000609018300,농산물,3
17041,5011000587018400,1150000022068200,기타식품,15
17042,5011000578056100,4519000588100100,농산물,5
17043,5013000812074300,1150000031019100,농산물,4
17044,5011000078068400,4221000014078300,농산물,3
17045,5013000624091200,4623000396013100,농산물,3
17046,5013000845041200,4721000451034300,농산물,5
17047,5011000078068400,2771000120084200,농산물,3
17048,5013000203082200,1135000030037300,농산물,3
17049,5013000888089400,4377000221031100,농산물,4
17050,5013000821028200,2641000064091200,농산물,5
17051,5011000137030100,4315000239094300,농산물,3
17052,5011000258018200,3611000317080400,수산,3
17053,4514000422077100,5011000374079100,수산,4
17054,5011000595017300,2915500003014200,음반,3
